gene,gene_name,zscore,VAR_g,n,covariance_n,model_n,pred_perf_R2
IPO9,IPO9,-1.1285456165,0.00127207253445,3,3,3,0.00379041020597
PPFIA4,PPFIA4,-0.0893667657056,0.672276706566,77,78,78,0.722509420035
ZNF324,ZNF324,0.448774366089,0.0143668416152,9,9,9,0.018529619111
SUFU,SUFU,0.568306764356,0.0185547978134,14,14,14,0.0326206427676
APC2,APC2,0.19079471322,0.0109314173026,19,19,19,0.0104833896621
PLA2G4A,PLA2G4A,-0.183914248138,0.0267223842234,18,18,18,0.0471463766618
CRAT,CRAT,-0.0345480554571,0.332055928849,21,21,21,0.44069266201
LRWD1,LRWD1,1.24350851785,0.461799127657,52,52,52,0.531673514307
SLC35F3,SLC35F3,-0.409786409093,0.528810523434,38,38,38,0.614899430926
SLC35F2,SLC35F2,-2.28845409673,0.0967898520992,41,41,41,0.118101395578
MBD5,MBD5,1.02935837197,0.0406375857269,41,41,41,0.0474909565826
MBD4,MBD4,0.282858107586,0.00264871335957,6,6,6,0.00341546141375
CMTM8,CMTM8,-0.0979832913065,0.495564025655,122,122,122,0.583349197808
MBD6,MBD6,0.50114227303,0.00254266625939,3,3,3,0.00330645006075
SUPV3L1,SUPV3L1,2.29407828061,0.0649078841513,10,10,10,0.103712031998
CMTM2,CMTM2,1.99091711749,0.000228723712385,4,4,4,0.000146961452974
CMTM3,CMTM3,0.549033146769,0.300665922395,17,17,17,0.348559199186
CMTM1,CMTM1,1.37477754263,0.0624458690277,34,34,34,0.0554378859912
CMTM6,CMTM6,-0.152216109618,0.00210158029978,6,6,6,0.00199826939566
CMTM7,CMTM7,0.0354241821458,0.29455211669,143,144,144,0.25465099791
FAM126B,FAM126B,-0.127009447978,0.0240217142386,12,12,12,0.0425612428376
CMTM5,CMTM5,0.919325379876,0.00428007682022,15,15,15,0.00077509033194
TRMT112,TRMT112,0.607400805691,0.155883738348,26,26,26,0.211646619882
AGPAT1,AGPAT1,1.52131066097,0.01795112341,24,24,24,0.00550573449474
COL11A2,COL11A2,-0.0178641118163,0.308360524141,118,119,119,0.295443873243
TSPAN13,TSPAN13,-0.295076565006,0.00478491758238,16,16,16,0.00151726663951
TSPAN14,TSPAN14,-1.62059589643,0.0742885418785,39,39,39,0.0872026280639
TSPAN15,TSPAN15,-1.45908833413,0.152631340812,41,41,41,0.163081108528
TSPAN16,TSPAN16,0.094488136381,0.477727505063,47,47,47,0.555911199628
TSPAN17,TSPAN17,0.40625991917,0.04215785367,39,41,41,0.0409413479503
HEPACAM2,HEPACAM2,0.564248988375,0.00174860796688,4,4,4,0.00166996097642
REXO2,REXO2,0.72110326173,0.00303294257429,16,17,17,0.00223178288255
SLC25A19,SLC25A19,-2.9483532753,0.0121679747514,7,7,7,0.027587323097
SLC25A18,SLC25A18,-0.189602430031,0.00213698622144,2,2,2,0.00455931338078
SLC25A17,SLC25A17,0.0773986142044,0.0311286119296,11,11,11,0.0404477011027
SLC25A16,SLC25A16,-1.00301926413,0.124328580482,20,20,20,0.142229151695
KIAA1429,KIAA1429,1.09135221261,0.0502589951625,38,38,38,0.0661127757633
SLC25A13,SLC25A13,-1.35481030189,0.0950364082027,30,30,30,0.13150193728
SLC25A12,SLC25A12,-0.525968654767,0.00182519230557,3,3,3,0.00194428291303
SLC25A11,SLC25A11,-0.141221158285,0.106276000828,16,17,17,0.14559221784
SLC25A10,SLC25A10,0.905377656947,0.00363478810003,7,7,7,0.00930180826616
LMCD1,LMCD1,-1.3538531638,0.135922601943,52,52,52,0.194504144336
TUBA3D,TUBA3D,-0.459335143293,0.0357976725141,14,15,15,0.0511591561249
EAF1,EAF1,1.52238033935,0.00719341253367,12,12,12,0.0130010632603
EAF2,EAF2,-1.05323114241,0.0252419228476,21,21,21,0.0408018189045
CCDC17,CCDC17,0.012768105417,0.0211202722975,12,12,12,0.0339264608035
NDUFA10,NDUFA10,1.01309044903,0.441030994903,46,46,46,0.524022404025
NDUFA11,NDUFA11,-0.218715337004,0.0106410957818,21,21,21,0.0152136465892
CCDC12,CCDC12,-1.72348953903,0.00355981386558,8,8,8,0.000454333514583
CCDC13,CCDC13,1.5578624456,0.208105870423,21,21,21,0.282435893907
NUP107,NUP107,-0.935020967725,0.0578882674208,75,75,75,0.044335186001
CCDC18,CCDC18,-0.674216643635,0.0326726483547,9,9,9,0.0586917929288
CCDC19,CCDC19,-0.753045264227,0.042600375643,29,30,30,0.0542596923921
SRA1,SRA1,0.194305750607,0.179506939841,75,77,77,0.296051902189
EFR3B,EFR3B,0.466011382009,0.105538046308,51,51,51,0.089615997181
ANKRD30BL,ANKRD30BL,0.682823910186,0.00156169956824,3,3,3,0.00131052532174
SCGB1C1,SCGB1C1,1.23808457177,0.07766522595,32,33,33,0.0919349841535
PTPN18,PTPN18,-0.503144880166,0.00967418120702,23,24,24,0.00567411687022
RYBP,RYBP,-0.573863015258,0.079246139061,28,28,28,0.0897230826451
CDHR2,CDHR2,0.178603379841,0.0237426574015,30,33,33,0.0233925597206
SIPA1L3,SIPA1L3,0.237256932782,0.00747944984673,18,19,19,0.0254152318006
HSD17B3,HSD17B3,-2.01916798794,0.0910089370707,54,55,55,0.0871553555187
ALDH1L2,ALDH1L2,-0.581532308086,0.0148652793643,37,37,37,0.0147664583051
ZNF280D,ZNF280D,-0.536273160037,0.00200088305545,10,10,10,2.92399946274e-05
VIM,VIM,1.05044084594,0.0320501723047,35,36,36,0.0384858285541
GNG7,GNG7,0.628386340918,0.130494503006,34,34,34,0.173673392068
GNG5,GNG5,-0.733560859673,0.0214543216479,15,15,15,0.0432286162679
GNG2,GNG2,0.47309163865,0.00222753450131,15,15,15,0.000191120864589
GNG3,GNG3,-1.28005598477,0.000719510598806,4,4,4,0.00049221993615
VIT,VIT,-0.315963191339,0.223498366872,12,12,12,0.322507745278
MMAA,MMAA,0.357869754178,0.0782616767932,15,15,15,0.110927678618
MMAB,MMAB,0.0814851666212,0.13264109237,59,61,61,0.132972327141
GNG8,GNG8,-0.902626861463,0.372201366588,20,20,20,0.427376479247
ALG8,ALG8,0.0615108478332,0.0109375897351,24,24,24,0.00786342479598
ALG9,ALG9,-0.199352980282,0.000972797260307,3,3,3,0.00136756485295
FUS,FUS,-1.33880623436,0.000516829064991,2,2,2,0.000274774441798
ALG2,ALG2,-0.327672119293,0.00237882670157,15,15,15,0.000607309197382
ALG3,ALG3,2.0086890491,0.00186590052987,4,4,4,0.00311792435145
ALG1,ALG1,-1.13779311523,0.00118371837374,3,3,3,0.000265672584056
ALG6,ALG6,0.0694736871717,0.00233075765308,5,5,5,0.00308129855335
ALG5,ALG5,-0.891916841091,0.0165812609437,35,35,35,0.0182782035648
CSNK1G3,CSNK1G3,-0.474790336734,0.000341665561598,2,3,3,0.00298459725312
SMARCE1,SMARCE1,-0.542865291333,0.0813518089564,21,21,21,0.122099615952
PDXP,PDXP,0.49652112016,0.0279042246435,47,47,47,0.0220277314644
LTBP3,LTBP3,-0.518867415353,0.249761522295,42,42,42,0.263399674416
RNGTT,RNGTT,0.788963981264,0.145005044294,36,37,37,0.207202560784
STAM,STAM,0.353065972928,0.00797262505879,3,3,3,0.0228318694536
FUK,FUK,0.512397566463,0.00110971518225,5,5,5,0.00194441273931
ARIH2,ARIH2,0.165967201316,0.0519603170024,52,52,52,0.0270118775692
KIAA1683,KIAA1683,-0.252470208746,0.477774116733,13,13,13,0.542903663795
KIAA1324L,KIAA1324L,1.72490408234,0.0244321210468,24,24,24,0.0388310739203
PARP8,PARP8,1.04798584581,0.136704580038,55,55,55,0.159693408383
LTBP1,LTBP1,0.627193915849,0.0017843439745,7,7,7,0.00126934608338
CCNE2,CCNE2,0.832551784602,0.0176193775682,11,11,11,0.0354809114312
TTLL2,TTLL2,-1.43661835878,0.105513084031,20,20,20,0.184751935554
INSL3,INSL3,-0.882937271761,0.168691918437,68,68,68,0.217219853946
CLDN9,CLDN9,0.062718912143,0.00474342833349,10,11,11,0.00319122560013
FIG4,FIG4,-1.09006658035,0.0280938357399,10,10,10,0.0419692947762
NOSIP,NOSIP,0.623861176587,0.0467642696281,62,62,62,0.0283077655928
GCC2,GCC2,-0.798414448998,0.627806571925,88,88,88,0.621936865569
GCC1,GCC1,2.17607686572,0.0284075145016,13,13,13,0.0488120735677
CLDN5,CLDN5,0.263889880562,0.166331463399,54,55,55,0.226019854879
CLDN7,CLDN7,1.09958238962,0.193451299967,63,63,63,0.21927399761
RASGEF1B,RASGEF1B,-0.218016571828,0.00660382277925,15,15,15,0.00104912351644
RASGEF1A,RASGEF1A,-0.648968327888,0.0216020009427,13,14,14,0.0697037074354
TTC12,TTC12,-0.0241183553261,0.543633169546,86,86,86,0.578899900582
RTN1,RTN1,-0.268005714851,0.173457318591,65,65,65,0.217085035799
SMYD4,SMYD4,0.707620822787,0.0161599346563,37,37,37,0.0152057862559
CYTL1,CYTL1,1.38218591998,0.234400454628,44,45,45,0.34450347021
SMYD2,SMYD2,0.242505600306,0.0399013723361,30,31,31,0.0634850266524
SMYD3,SMYD3,1.79012244974,0.038791703185,35,35,35,0.0475592906267
MRFAP1,MRFAP1,-0.313993654003,0.0736076368637,75,75,75,0.0481699628225
IRF3,IRF3,0.0043492411027,0.0152423356069,30,31,31,0.00904548604775
IRF2,IRF2,-0.793943686877,2.01433612722e-05,2,2,2,0.00286113876561
MPHOSPH8,MPHOSPH8,0.756732865509,0.120794744199,34,34,34,0.147483528597
RDM1,RDM1,-1.26595604639,0.0174912705258,11,12,12,0.0374845416278
IRF6,IRF6,1.15584482673,0.60345236914,41,42,42,0.616384559003
IRF5,IRF5,0.346846920806,0.426694293279,23,23,23,0.474663256785
IRF4,IRF4,-0.194491423999,0.0118977531352,20,20,20,0.0181441296815
IRF9,IRF9,-0.29576832017,0.00405802537386,17,17,17,0.00326396289192
C6orf47,C6orf47,-0.613005686974,0.0106621418249,14,16,16,0.011536089081
FAM78B,FAM78B,-1.09178965472,0.0138825724279,29,29,29,0.0185185167612
LY75,LY75,0.293608223205,0.315128427304,28,28,28,0.346887118866
SNX29,SNX29,0.299282348501,0.0593882968653,37,38,38,0.0996286628379
SNX22,SNX22,0.413380959532,0.0115987682869,7,8,8,0.0202388866247
SNX20,SNX20,1.20593644618,0.0129610646541,16,17,17,0.0136272989445
SNX21,SNX21,-0.3621541055,0.169438936611,64,66,66,0.192924129861
CLK4,CLK4,0.0256094281127,0.149703316927,25,26,26,0.207066854784
SNX27,SNX27,0.0823078531294,0.00490807343929,6,6,6,0.00683747105035
SNX24,SNX24,0.764272657572,0.00185636851207,3,3,3,0.00754647101087
SNX25,SNX25,0.753477974032,0.199064646624,17,17,17,0.291669889467
C16orf74,C16orf74,0.117612506719,0.0518134421769,31,31,31,0.0857023118429
INMT,INMT,-0.623816665615,0.0270969327709,42,42,42,0.0194835732353
RUNDC1,RUNDC1,-0.323768908756,0.0225820788594,17,17,17,0.0384845151301
GPER,GPER,1.81545895701,0.0542639129861,32,32,32,0.078187633331
PLA2G4C,PLA2G4C,-0.979538365469,0.500911406679,135,136,136,0.494376192601
CNKSR3,CNKSR3,1.14102820743,0.124835209302,27,28,28,0.166728535197
PANX1,PANX1,-2.46138085117,0.313369193331,24,24,24,0.36923114331
PANX2,PANX2,0.164083853868,0.0898142424042,41,42,42,0.177702156584
PARP4,PARP4,-0.334263035769,0.0592884814583,28,29,29,0.110577052728
C16orf71,C16orf71,-1.27527266769,0.00222024791697,6,6,6,0.00188469911922
ZBTB17,ZBTB17,0.483864832242,0.00034004540891,4,4,4,0.000365424274576
ZBTB16,ZBTB16,1.53972205811,0.00220710419742,5,5,5,0.00314634113674
TEX101,TEX101,0.244187573189,0.0725570436351,34,35,35,0.0990981605604
ADAP1,ADAP1,0.236056106224,0.221562111827,55,56,56,0.308668117826
C4orf21,C4orf21,-0.65086031401,0.171921763147,27,27,27,0.185553727972
TMEM150C,TMEM150C,1.99647639926,0.0810107842443,18,18,18,0.118212563536
ADAP2,ADAP2,-0.204733675991,0.00291651877179,22,22,22,7.20548740282e-05
ZNF641,ZNF641,-1.33723460776,0.860299505995,47,47,47,0.800453765431
C1orf159,C1orf159,-1.42648391104,0.0844606996343,41,42,42,0.0622476661885
MTO1,MTO1,-0.910242138695,0.136806117979,34,34,34,0.174189696275
DDX19A,DDX19A,-0.260069629852,0.00332633501858,9,9,9,0.00426855660354
DDX19B,DDX19B,-1.63570013108,0.0384177997084,24,25,25,0.0380037835941
C1orf150,C1orf150,0.481641798592,0.00147721418574,8,8,8,0.000422930856112
KLHL11,KLHL11,0.17907355801,0.00436212887164,10,10,10,0.00216824451603
LYSMD1,LYSMD1,-1.2509676218,0.438248179616,141,142,142,0.44022621632
KLHL17,KLHL17,-0.115469639681,0.0335150426859,7,7,7,0.0482572159662
KLHL18,KLHL18,1.66527859771,0.00204982637325,7,7,7,0.000224569029372
DAB2IP,DAB2IP,-0.274694868288,0.00593837092455,24,24,24,0.00220909315764
MRPL28,MRPL28,1.39227638519,0.0190356102575,35,36,36,0.0232493868532
TRIM68,TRIM68,1.07709626958,0.108493730159,23,23,23,0.138491213177
CRCP,CRCP,0.440693100499,0.147516164342,46,47,47,0.117163533883
MTOR,MTOR,1.40143188791,0.0260290285248,15,15,15,0.0491885864536
C3orf62,C3orf62,-0.129417524339,0.040693985267,43,43,43,0.044780071093
UNG,UNG,-1.00435246349,0.155407053257,4,4,4,0.23150357325
TRIM61,TRIM61,-0.36008150277,0.0386502240286,44,44,44,0.0273358916991
TRIM62,TRIM62,1.46132754267,0.0449991337178,75,76,76,0.0176612340389
UNK,UNK,-0.247524973649,0.00670401170678,11,11,11,0.0159030413834
TRIM65,TRIM65,-0.395367746042,0.193409128379,26,26,26,0.347637180529
TRIM66,TRIM66,0.240313200438,0.646490367618,36,36,36,0.692289889467
C2orf81,C2orf81,0.0603931944411,0.00649538080305,10,10,10,0.00607260759862
TRIT1,TRIT1,-0.474541721013,0.279039786335,32,32,32,0.370849155604
OMG,OMG,-0.0040106159912,0.000591367359421,1,1,1,8.92328790115e-08
ITK,ITK,1.62022895932,0.0253055354382,23,23,23,0.0349030864383
SLC31A1,SLC31A1,-0.71733294195,0.191745874981,64,64,64,0.220606707414
C2orf63,C2orf63,-0.0602737616348,0.644087512929,34,35,35,0.695828130842
C2orf62,C2orf62,-0.078208284926,0.265201406197,16,16,16,0.398419705581
C2orf61,C2orf61,0.525777152405,0.113052907691,12,13,13,0.184632619495
C2orf65,C2orf65,0.240900106448,0.00421685952163,12,12,12,0.00319803016033
C7orf61,C7orf61,1.37604162481,0.0105659911394,9,9,9,0.0156605805602
C2orf69,C2orf69,-0.059703864174,0.00813986754761,23,23,23,0.00370925067229
C2orf68,C2orf68,-0.63828640107,0.0334208630044,15,15,15,0.0466117336412
NRF1,NRF1,-0.945179467909,0.0130339427761,16,16,16,0.0245300232254
PAQR9,PAQR9,0.931170924293,0.0215342586088,31,31,31,0.016096676887
NAGPA,NAGPA,0.322366770689,0.248869011625,9,9,9,0.377011639359
LCAT,LCAT,1.24289964979,0.09170543035,8,8,8,0.111018215234
C2orf88,C2orf88,-1.07050384105,0.0030453363662,9,9,9,0.000813613575426
IER3,IER3,0.361431607176,0.133235489851,27,27,27,0.173548313222
HIP1,HIP1,1.25508728919,0.729640617814,52,52,52,0.760701496433
FAM192A,FAM192A,0.587418780407,0.11664436493,53,53,53,0.16052777281
CILP,CILP,0.057714709714,0.127084173389,83,85,85,0.106261247606
SERTAD2,SERTAD2,0.625056061986,0.0054757544848,9,9,9,0.0044041228866
SERTAD3,SERTAD3,0.066993131411,0.11896093305,36,37,37,0.209846504164
ARAP3,ARAP3,-0.298849256453,0.128762302573,32,32,32,0.195340826496
ARAP2,ARAP2,0.0138955460424,0.00652804832864,13,13,13,0.00567902657665
ARAP1,ARAP1,-1.33828144277,0.0156564230921,18,18,18,0.017095656075
BID,BID,-0.462489369148,0.0463349594611,15,15,15,0.0855080293913
HS6ST1,HS6ST1,-0.571240363214,0.100845474706,61,62,62,0.086791816015
HEMK1,HEMK1,-0.099958953167,0.179584234327,31,31,31,0.18404007785
KLKB1,KLKB1,0.52146115581,0.41983497819,93,93,93,0.455795812247
RAB12,RAB12,-0.037540990675,0.00479976236257,3,3,3,0.0127392054012
MBD2,MBD2,0.753703640551,0.0179298499466,4,4,4,0.0417755341285
CYBA,CYBA,0.0974635840339,0.0258023529293,26,26,26,0.0366310824229
CEACAM19,CEACAM19,1.50265003963,0.136357787663,80,83,83,0.121504959516
HOXB7,HOXB7,-1.22866818848,0.0496875967426,40,40,40,0.0496990108455
CYB561D1,CYB561D1,-2.32329391662,0.00134364617612,3,4,4,0.00025729529937
ANKRD34B,ANKRD34B,0.603146333822,0.4408992831,68,69,69,0.511658243839
CTNS,CTNS,-1.25727397865,0.218837528646,49,49,49,0.217237183599
SLA,SLA,-0.627813409587,0.0162523306047,40,40,40,0.0115431404069
PHYH,PHYH,0.143952698277,0.14059372287,24,24,24,0.213740158989
PRCP,PRCP,-0.394344936289,0.0674286968383,63,63,63,0.0587805920147
NOTCH4,NOTCH4,-0.23660624064,0.130974684754,64,64,64,0.121176977562
MEAF6,MEAF6,0.635867466974,0.170567510089,29,29,29,0.310805761877
SRSF2,SRSF2,1.37153545216,0.000995669923517,8,8,8,0.000133657203662
AZIN1,AZIN1,1.05187332085,0.0232513778001,39,40,40,0.0412464851294
NOTCH1,NOTCH1,-0.131777344951,0.00492041250923,5,5,5,0.00772750350124
NOTCH2,NOTCH2,1.13083823036,0.00738161076035,26,26,26,0.00198847809711
FAM126A,FAM126A,1.05489932162,0.0350890988838,47,47,47,0.0342493772211
PTPRN,PTPRN,0.364253970639,0.483232242267,51,52,52,0.487355429797
CMTM4,CMTM4,-0.327017506569,0.000335628604089,3,3,3,0.00101882032858
PPM1N,PPM1N,0.46564202543,0.123450224245,25,26,26,0.16939951067
ZNF655,ZNF655,1.2184424429,0.00926744648538,19,21,21,0.0119974511534
ZNF654,ZNF654,-0.139822798052,5.38324680811e-05,1,1,1,0.000366700055512
TCTEX1D1,TCTEX1D1,-0.967055037072,0.236239147095,68,68,68,0.294142491096
TICAM2,TICAM2,0.303086014345,0.00810721822226,17,18,18,0.0108312406602
PPM1M,PPM1M,-1.98447367114,0.157597362253,32,32,32,0.16566523829
ZNF652,ZNF652,0.491715263542,0.0481812815482,61,62,62,0.0411957052311
HSF1,HSF1,-0.39572266334,0.0239579741326,38,38,38,0.00847061016525
TSPAN18,TSPAN18,0.833470136389,0.00329182068449,10,10,10,0.00274382764991
FGFRL1,FGFRL1,-0.152071536122,0.102187000285,30,30,30,0.111951096599
HSF2,HSF2,1.57432745096,0.117384340482,29,29,29,0.171774164014
CRLF3,CRLF3,-0.953986551878,0.0123307907526,16,16,16,0.0177224135034
N4BP2L1,N4BP2L1,-0.343085052524,0.0208102513345,37,37,37,0.0235655758589
RAPGEF5,RAPGEF5,1.97605896843,0.00795531466491,26,26,26,0.0033747025898
RAPGEF6,RAPGEF6,0.792303490386,0.0673530070342,39,40,40,0.0609205962656
N4BP2L2,N4BP2L2,2.67770361094,0.00833538810583,14,14,14,0.0119530479885
IDH1,IDH1,-0.998136518866,0.00602723200724,6,6,6,0.0109436122423
RLN1,RLN1,0.713531715598,0.0375602566254,22,22,22,0.041511749736
RAPGEF2,RAPGEF2,-0.617958691089,0.136081089775,23,24,24,0.155033352359
RAPGEF3,RAPGEF3,0.860096879378,0.630089448582,19,19,19,0.639402622768
C7orf59,C7orf59,1.74995108468,0.0354440497699,9,9,9,0.061449913287
C7orf58,C7orf58,0.352925911441,0.172665688762,20,20,20,0.223864915435
RNF130,RNF130,0.27192879498,0.0231806770362,45,46,46,0.0236188868769
ZNF384,ZNF384,-0.197323388905,0.055676773841,64,66,66,0.0511796479977
ZNF383,ZNF383,-0.207957211332,0.00407614429906,9,9,9,0.00137193789795
POC1A,POC1A,2.03628032375,0.0315920196523,9,9,9,0.0396306904257
C1RL,C1RL,-1.5754218828,0.0420907924689,53,53,53,0.0441622179858
RAPH1,RAPH1,1.58793959019,0.000373769189585,1,1,1,0.000423394312136
PARK7,PARK7,0.115774874058,0.154788518814,12,12,12,0.225008670604
RORC,RORC,0.720063246095,0.00579895891977,7,7,7,0.0094526873988
VIL1,VIL1,-0.0473360739603,0.0576435470585,6,6,6,0.0836886281975
RORA,RORA,-1.92651573075,0.00348443306809,16,16,16,0.00454601598893
PARK2,PARK2,0.609705390939,0.019942335885,39,39,39,0.0137097026215
ZNF471,ZNF471,-0.616238417289,0.137621704989,46,46,46,0.171097888052
ZNF470,ZNF470,1.05729837906,0.160671151367,66,67,67,0.1782887414
ZNF473,ZNF473,0.865101384993,0.0185585632758,27,27,27,0.022339366543
MST1P9,MST1P9,0.113596337884,0.181266722226,49,50,50,0.25226877169
GUSB,GUSB,-1.33288415452,0.0878565507101,35,35,35,0.093771542311
TELO2,TELO2,-0.256051401225,0.197447551937,20,20,20,0.282266372818
DNAJB14,DNAJB14,0.715772029943,0.00889707765519,9,9,9,0.0225037457212
MDM1,MDM1,0.679174048942,0.0698261252618,22,22,22,0.114116824595
MDM2,MDM2,-0.455292530836,0.154145297753,10,10,10,0.214892548597
MDM4,MDM4,1.70070361963,0.166972594345,35,35,35,0.193326977852
ROR2,ROR2,-1.63420702905,0.0399696974919,50,50,50,0.0343530358329
SNRPD3,SNRPD3,0.0171667611706,0.0380601406728,46,46,46,0.0377122316399
SNRPD2,SNRPD2,0.357543237359,0.00743213737695,6,6,6,0.0176711683202
GRK6,GRK6,0.790256927502,0.00171657904141,4,4,4,0.00184966747725
SLTM,SLTM,-0.847043655347,0.0223344867635,31,33,33,0.0212072595504
SFI1,SFI1,0.815993970922,0.143388354399,16,17,17,0.207208154094
KIT,KIT,-1.07713130495,0.00368004968292,16,16,16,0.000990507512484
WWTR1,WWTR1,0.297368625036,0.000344560844118,3,3,3,0.000980424477806
KPNA5,KPNA5,-0.309347853659,0.0310628729898,38,38,38,0.0351934295041
KPNA2,KPNA2,-0.698140775305,0.0167178199042,23,23,23,0.0208073391763
KPNA1,KPNA1,-0.457233473228,0.0299557252739,16,16,16,0.0531359353122
GABPA,GABPA,0.660204494319,0.00450450078093,12,12,12,0.00196563663691
SYNGR3,SYNGR3,-0.559157819534,0.300468445763,10,10,10,0.363801602362
WDR90,WDR90,-0.235040960934,0.13428729065,22,22,22,0.18067178948
IFT46,IFT46,-0.427186564556,0.038132723577,35,35,35,0.0520742412963
UNC119B,UNC119B,0.661167323806,0.162439992162,13,13,13,0.218261370044
FRS3,FRS3,-1.94262033313,0.0283175755067,22,22,22,0.0528369622501
FRS2,FRS2,0.877165188528,0.00245584762708,6,6,6,0.00263324396065
GOLT1B,GOLT1B,0.468725660268,0.0258620346208,8,9,9,0.0447911663728
TNFRSF14,TNFRSF14,1.00918079229,0.0656585855574,12,12,12,0.108331501121
CRK,CRK,0.358172912782,0.0301838671035,43,43,43,0.021675734143
TTC30B,TTC30B,-0.506650597077,0.000190804162144,1,1,1,0.000824088851353
SLC25A15,SLC25A15,1.44256902905,0.00859993722097,4,4,4,0.0153851922131
TNFRSF18,TNFRSF18,-1.17390844908,0.196503345568,22,22,22,0.237088225672
TNFRSF19,TNFRSF19,1.06687415836,0.0141360313922,22,22,22,0.0207363215399
CHODL,CHODL,-2.52436094144,0.105744710099,14,14,14,0.16404830217
PPP4R1L,PPP4R1L,0.878442896712,0.0140651464444,47,48,48,0.0105823211265
QPCT,QPCT,-0.74696393748,0.0494672418223,58,60,60,0.0331150870462
PC,PC,0.377554748997,0.00813397143428,13,13,13,0.0106934418532
RTN4IP1,RTN4IP1,-1.15294212225,0.130584089521,28,28,28,0.174529479852
B4GALT1,B4GALT1,1.4953621108,0.140368871461,58,58,58,0.185168625097
B4GALT3,B4GALT3,-0.462475351715,0.000920396127881,5,5,5,6.13906447737e-08
B4GALT2,B4GALT2,-0.869803586446,0.00130267561302,5,5,5,6.92364184607e-05
B4GALT5,B4GALT5,0.235865690945,0.00469823373311,9,9,9,0.00598415368604
NINL,NINL,-1.80813902106,0.231432218143,32,32,32,0.261075155189
B4GALT7,B4GALT7,2.10332215985,0.402416670843,52,52,52,0.406278707315
FCN1,FCN1,0.146517915235,0.324751698063,32,32,32,0.418941673379
DHRS11,DHRS11,-1.04245799427,0.136592117544,11,11,11,0.188052420309
DHRS12,DHRS12,1.42494203968,0.0629417596431,30,30,30,0.0783401476651
DHRS13,DHRS13,-0.00607783201482,0.0346297968597,10,10,10,0.0646167089215
SGOL1,SGOL1,-0.21380775105,0.0105210642777,18,18,18,0.0071648207032
TRRAP,TRRAP,1.95810396719,0.00312942606428,14,14,14,0.000632730613513
FOXC1,FOXC1,1.06128852691,0.0154725629595,35,36,36,0.00915018339601
GPR89A,GPR89A,-0.722595910003,0.0156083027573,18,18,18,0.00863141965335
CR2,CR2,-0.658247149931,0.000698303785525,4,4,4,0.000220134018594
ASPSCR1,ASPSCR1,1.4851384272,0.103596130113,11,11,11,0.150216826458
CR1,CR1,0.500146028758,0.026867037081,18,18,18,0.0348202560037
TNFRSF1B,TNFRSF1B,-0.709955293254,0.0494777857043,36,36,36,0.0625553227865
LGMN,LGMN,-0.484604968572,0.0473392017682,35,35,35,0.0611979950338
TNFRSF1A,TNFRSF1A,-1.7153132155,0.0421275009162,27,27,27,0.0584543197735
FAM174B,FAM174B,2.11739951235,0.238765632632,26,26,26,0.334035420011
FAM174A,FAM174A,-1.02539710548,0.101794793873,24,26,26,0.150711739589
TBC1D17,TBC1D17,-1.2034759748,0.00311985497202,12,12,12,0.00321958311929
SPRN,SPRN,-0.44860512054,0.0527386142766,20,20,20,0.0628957666539
SULT2B1,SULT2B1,-0.81447650274,0.0951027631197,72,72,72,0.10318561843
GPD1L,GPD1L,-0.880848625462,0.192741978157,16,17,17,0.335737808309
FBL,FBL,-2.05760399404,0.018627123888,16,16,16,0.0195142555304
POLR2J2,POLR2J2,0.303225236246,0.367754687969,158,160,160,0.297156609031
POLR2J3,POLR2J3,0.544778126967,0.34365518311,99,101,101,0.360379829141
VMAC,VMAC,-1.05918930203,0.0895453751252,63,63,63,0.102431217866
C6orf211,C6orf211,0.676816825093,0.0393957430841,19,19,19,0.0668873276944
WDYHV1,WDYHV1,0.782524188187,0.294460292309,73,73,73,0.382642995279
ZNF586,ZNF586,-1.18358799593,0.239528563384,36,36,36,0.28648166612
DOHH,DOHH,-1.0027185066,0.00711936270771,17,17,17,0.00514435153859
ARNTL2,ARNTL2,0.484536931895,0.00186287812444,7,7,7,0.000904451911395
EHMT1,EHMT1,-0.558967909716,0.173290043696,27,27,27,0.211175260662
EHMT2,EHMT2,0.0953451421552,0.0011738521775,3,3,3,0.000419336551093
ADIPOR2,ADIPOR2,0.0748743803473,0.0459421798134,46,46,46,0.0505098345928
ADIPOR1,ADIPOR1,-0.370326342646,0.00492619591313,3,3,3,0.012620966909
PTPN7,PTPN7,0.0265294415338,0.117919074707,59,59,59,0.117679486481
PAX8,PAX8,-0.616272314333,0.526824785521,30,31,31,0.599739376878
MARK4,MARK4,1.48115271808,0.541630147294,36,36,36,0.580325278961
STOX1,STOX1,-0.613604928559,0.651950004475,20,20,20,0.732225340411
MARK2,MARK2,-0.122692465134,0.035943417717,33,33,33,0.0437026052082
MARK3,MARK3,-1.69417394485,0.134032944332,10,10,10,0.166324281247
PTPN4,PTPN4,-1.27692529881,0.00630429554057,20,21,21,0.00137733943802
LCP2,LCP2,0.746554964729,0.0123045266297,15,16,16,0.0161796148703
CD63,CD63,-0.286143417393,0.00129107854566,2,2,2,0.00144521651952
NDUFA12,NDUFA12,0.22316527847,0.320155848946,22,22,22,0.390369827614
NDUFA13,NDUFA13,-2.68708795703,0.000844985091193,2,2,2,7.45789400848e-06
